title,image,description
« La démission de Carlos Tavares vient rappeler que les succès d’un patron ne constituent pas un gage de bonne fortune dans la durée »,https://img.lemde.fr/2024/12/02/0/0/5534/3689/110/73/60/0/f168748_5406469-01-06.jpg,"Outre l’éviction, dimanche, du directeur général de Stellantis, plusieurs chutes marquantes ont eu lieu en 2024, notamment celles des dirigeants de Nestlé, Worldline ou Schneider Electric. Une valse qui illustre la pression accrue des conseils sur les patrons, observe Isabelle Chaperon, journaliste au « Monde »."
"Le télétravail, reflet de la stratification de nos fractures géographiques et sociales",https://img.lemde.fr/2023/07/05/0/0/6517/4345/110/73/60/0/5bb2d41_1688550510017-pns-6416364.jpeg,"Bien qu’il ne concerne que 25 % de la population active, le télétravail est devenu le symbole d’une transformation de notre rapport au travail. Il est aussi inégalement réparti selon les métiers et les fonctions, explique dans sa chronique l’économiste Pierre-Yves Gomez."
"Les JO 2024, un héritage à confirmer pour Paris et la Seine-Saint-Denis",https://img.lemde.fr/2024/11/26/1/0/7488/4992/110/73/60/0/4db2079_5356468-01-06.jpg,"A présent que le monde regarde ailleurs, il ne faudrait pas que l’ambition des Jeux olympiques, à l’occasion desquels de considérables sommes d’argent public ont été débloquées en un temps record, disparaisse."
"« En Chine, l’expression de colère en ligne sur les serviettes hygiéniques a pris un tour très politique »",https://img.lemde.fr/2024/12/02/0/239/4245/2830/110/73/60/0/02c01d9_1733148913973-gettyimages-1473812123.jpg,"Dans un pays où l’existence d’un mouvement féministe est perçue comme une menace par les autorités, la qualité défectueuse des protections menstruelles a scandalisé les femmes."
PER : comment profiter des premiers transferts sans frais,https://img.lemde.fr/2024/11/14/657/0/2492/1661/110/73/60/0/659776e_1731577752810-page10perchiaradattoladef.jpg,"En soufflant sa cinquième bougie, le plan d’épargne-retraite inaugure la saison des transferts gratuits. Mais avant d’envisager un changement de plan, quelques explications s’imposent."
"« La Fiat », le constructeur italien qui n’est plus que l’ombre de lui-même après sa dilution dans Stellantis",https://img.lemde.fr/2024/12/02/0/0/4200/2800/110/73/60/0/e8b7b0f_1733158237102-000-1v66ol.jpg,"Quatre ans du management de Carlos Tavares ont accéléré l’affaiblissement de la firme de Turin, entreprise nationale par excellence, provoquant la colère du gouvernement de Giorgia Meloni."
"La rémunération de 55,8 milliards de dollars voulue par Elon Musk, bien qu’approuvée par les actionnaires de Tesla, de nouveau rejetée par la justice",https://img.lemde.fr/2024/11/15/0/0/6500/4333/110/73/60/0/8ea188e_2024-11-15t165507z-1342196385-rc2cl7ag4nsg-rtrmadp-3-usa-musk-russia.JPG,La juge du Delaware Kathaleen McCormick avait déjà retoqué en janvier l’enveloppe attribuée par le constructeur à son patron.
Joe Biden en Angola pour son seul voyage africain,https://img.lemde.fr/2024/12/02/108/0/1751/1167/110/73/60/0/09ade84_1733167763288-181598.jpg,"Le président des Etats-Unis espère y promouvoir les intérêts occidentaux autour du corridor ferroviaire stratégique de Lobito, pour faire pièce à l’influence de la Chine et à son appétit pour les matières premières du continent."
« Les prochaines guerres commerciales lancées par Donald Trump vont être bien plus graves »,https://img.lemde.fr/2024/12/01/0/0/5727/3818/110/73/60/0/a234b74_1733068467722-gettyimages-1251780183.jpg,"Raghuram Rajan, ancien chef économiste du Fonds monétaire international et ancien gouverneur de la banque centrale indienne, plaide pour « changer la structure de gouvernance du FMI » afin de « donner plus de pouvoir aux pays émergents »."
"Free condamné à 2,2 millions d’euros d’amende pour « pratique commerciale trompeuse »",https://img.lemde.fr/2024/12/02/0/0/6493/4328/110/73/60/0/58cec70_1733163553575-000-1mp0pp.jpg,L’opérateur télécoms a été sanctionné par la répression des fraudes pour avoir annulé des commandes de téléphones portables sans rembourser ses clients « dans un délai raisonnable ».
"La révision des suppressions de postes d’enseignants, un enjeu suspendu à l’instabilité politique",https://img.lemde.fr/2024/11/27/0/0/5899/3933/110/73/60/0/4c5f4f9_1732734886479-jmug241106008.jpg,"Le Sénat a voté lundi à l’unanimité, soutiens du gouvernement compris, une réduction des efforts demandés à l’éducation nationale dans le projet de loi de finances pour 2025. Une affirmation politique fragile, alors que le gouvernement risque d’être emporté par une motion de censure."
Semi-conducteurs : Intel se sépare de son patron Pat Gelsinger,https://img.lemde.fr/2024/12/02/0/0/4000/2666/110/73/60/0/d5e2a22_1733159242736-2024-10-29t172855z-1867201340-rc2348ak22ur-rtrmadp-3-intel-ceo-special-report-pix-graphics.JPG,"Le géant américain des semi-conducteurs fait face à une année délicate. L’entreprise a notamment annoncé, en août, un plan d’économie prévoyant la suppression de 16 000 emplois."
« Le mandat de maire se situe dans le registre du dévouement et du don de soi »,https://img.lemde.fr/2024/11/08/0/0/600/400/110/73/60/0/29e5160_1731067529266-pns-6484962.jpg,"A seize mois des élections municipales, prévues en mars 2026, le sociologue du travail Didier Demazière s’interroge, dans une tribune au « Monde », sur les raisons qui entraîneraient une crise des vocations des maires."
"Chez Atos, le coût vertigineux des conseils financiers et juridiques",https://img.lemde.fr/2024/12/02/0/294/5142/3428/110/73/60/0/4730fe9_1733154947187-000-34qc6lj.jpg,"Le groupe d’informatique, qui vient de finaliser son augmentation de capital, va payer 168 millions d’euros d’honoraires et de commissions."
Les mesures du gouvernement en faveur des pesticides divisent les syndicats agricoles,https://img.lemde.fr/2024/12/02/0/0/4983/3322/110/73/60/0/a42b16c_1733129952959-000-36nt3l8.jpg,"L’Etat a décrété une série de mesures, dont la création d’un « conseil d’orientation pour la protection des cultures », visant à accélérer les autorisations administratives de nouveaux produits phytosanitaires."
"Après la démission de son PDG, Carlos Tavares, l’action de Stellantis en Bourse plonge",https://img.lemde.fr/2024/12/01/0/4/4920/3280/110/73/60/0/348b5c4_2024-12-01t224434z-234469013-rc2kdt9avxr2-rtrmadp-3-autos-stellantis-ceo.JPG,"Le groupe automobile, maison mère de Peugeot, Citroën, Jeep et Fiat, a annoncé dimanche la démission « avec effet immédiat » de M. Tavares, dont le successeur sera nommé au premier semestre 2025. Un départ salué par les syndicats."
"Après les grandes annonces, la filière des pompes à chaleur toujours dans le doute",https://img.lemde.fr/2024/12/02/0/0/4368/2912/110/73/60/0/610f6f0_1733130305414-maxnewsworldsix017189.jpg,"La conjoncture dégradée et les difficultés de la construction de logements pénalisent le secteur, pourtant essentiel dans la transition verte."
Des taxis bloquent la circulation dans une trentaine de départements pour protester contre les nouveaux tarifs du transport de patients,https://img.lemde.fr/2024/12/02/0/0/7951/5300/110/73/60/0/c46f6a4_5407245-01-06.jpg,"Des opérations escargots ont commencé aux abords de Lyon, Marseille et Toulon, et sont aussi prévues à Paris pour s’opposer à la nouvelle convention en cours de négociation avec l’Assurance-maladie, dans laquelle le tarif passerait de 1,50 à 1 euro par kilomètre."
"« L’Union européenne, si vigilante sur la concurrence au profit des consommateurs, sait qu’il faut en passer par les mariages des compagnies aériennes »",https://img.lemde.fr/2024/12/02/0/0/5323/3548/110/73/60/0/3149051_1733130549011-000-33u622a.jpg,"La Commission européenne a donné son ultime feu vert, vendredi 29 novembre, à l’absorption d’ITA Airways par Lufthansa. Cette fusion s’inscrit dans une tendance de long terme du transport aérien, qui doit financer leur décarbonation, décrit Jean-Michel Bezat, journaliste économique au « Monde »."
Nicolas Barré devient directeur de la rédaction de « Politico »,https://img.lemde.fr/2024/03/05/0/94/1012/675/110/73/60/0/0e4e142_1709658695253-politico-billboard.png,L’ancien directeur de la rédaction des « Echos » rebondit à la tête de la rédaction française du pure player américain d’informations politiques
Fractures françaises : « Comment vivent les Français ? »,https://img.lemde.fr/2024/12/01/0/0/5833/3888/110/73/60/0/88fae5d_1733080786973-000-34uq64v.jpg,"Le secrétaire général de la Fondation Jean Jaurès, Gilles Finchelstein, dresse un portrait des Français « à l’échelle humaine », à partir de la douzième vague de l’enquête annuelle « Fractures françaises », réalisée par Ipsos pour « Le Monde », la Fondation Jean Jaurès, le Cevipof et l’Institut Montaigne."
"Pépite de l’IA de défense, Helsing s’ouvre le marché ukrainien",https://img.lemde.fr/2024/12/01/14/0/5043/3362/110/73/60/0/b6426a9_1733055578254-000-34qf633.jpg,"La société européenne, créée en 2021, fournira à Kiev 4 000 drones de frappe renforcés par l’intelligence artificielle."
Déchets textiles : « Seules des normes d’écoconception ambitieuses et des écocontributions élevées changeront la donne »,https://img.lemde.fr/2023/04/28/2108/0/3840/2560/110/73/60/0/3e9e478_1682693124838-pns-6595599.jpg,"A partir du 1ᵉʳ janvier 2025, la collecte des déchets textiles sera obligatoire en Europe. Mais les chercheurs Louise Curran et Thibaut Joltreau doutent, dans une tribune au « Monde », que les mesures prises suffiront."
"Les spécialistes du BIM, ce processus de modélisation des projets, n’ont pas encore envahi le secteur du bâtiment",https://img.lemde.fr/2024/09/05/0/0/3000/2000/110/73/60/0/29a0b60_1725547463483-image-123650291.JPG,"A son émergence, il y a dix ans, le BIM promettait une révolution numérique des méthodes de travail dans le bâtiment. Sa mise en place prend du temps."
"La France, un pays inquiet et mécontent frappé par la crise politique",https://img.lemde.fr/2024/12/01/0/0/5228/3485/110/73/60/0/e771f7c_1733078919853-000-36j72v6.jpg,"La douzième vague de l’enquête annuelle « Fractures françaises », réalisée par Ipsos pour « Le Monde », la Fondation Jean Jaurès, le Cevipof et l’Institut Montaigne dresse le portrait d’un pays qui n’a plus confiance en son personnel politique et en ses institutions."
Héritage : de l’importance du délai pour réclamer un legs,https://img.lemde.fr/2023/04/17/0/0/3000/2000/110/73/60/0/fb6816e_1681721640133-tytyt.jpg,"Le chef d’orchestre Jean-François Keck, censé hériter des droits patrimoniaux sur l’œuvre du compositeur Roger Roger (1911-1995), se heurte à la prescription"
"Le gouvernement français refuse de bloquer des techniques de contournement de l’impôt sur les dividendes, révélées en 2018 par « Le Monde »",https://img.lemde.fr/2018/10/18/2/308/1498/998/110/73/60/0/431bf3c_KooPILMnXBFSTMNVmv2BGC8u.png,"Des élus tentent de profiter des discussions sur le budget 2025 pour éliminer définitivement cette fraude fiscale sophistiquée, ce qui rapporterait entre 1,5 et 3 milliards d’euros de rentrées fiscales supplémentaires par an. Mais le gouvernement s’oppose à ces solutions."
Pourquoi l’automobile allemande est aujourd’hui en perte de puissance,https://img.lemde.fr/2024/11/24/0/0/4209/2806/110/73/60/0/11c1cd2_1732456803971-dpaphotosfive308756.jpg,"En quelques années, les dirigeants des groupes automobiles allemands se sont retrouvés brutalement concurrencés par les géants des logiciels, côté américain, et par les spécialistes des batteries, côté asiatique. Reportage outre-Rhin chez Volkswagen."
La chute de Carlos Tavares : les raisons de l’éviction du PDG de Stellantis,https://img.lemde.fr/2024/12/01/0/0/6000/4000/110/73/60/0/9714265_2024-12-01t212041z-626887689-rc2zkaabfxch-rtrmadp-3-autos-stellantis-ceo.JPG,"Le patron qui avait réussi la fusion de Fiat, PSA et Chrysler a démissionné, le conseil d’administration du constructeur ayant décidé de son départ à l’unanimité. En cause, ses méthodes – pression maximale sur les équipes, décisions radicales – davantage que ses performances."
Défense : l’industrie des armes continue de prospérer sur les crises,https://img.lemde.fr/2024/12/01/0/0/5676/3784/110/73/60/0/1b55075_1733065779246-2024-07-19t091036z-445292066-rc2q77an1rqk-rtrmadp-3-ukraine-crisis-artillery.JPG,"Les Etats-Unis, qui comptent 41 sociétés dans le Top 100 des marchands d’armes, pèsent la moitié de l’activité mondiale de défense, selon un rapport de l’Institut international de recherche sur la paix de Stockholm, publié lundi 2 décembre."
"Stellantis annonce la démission « avec effet immédiat » de son patron, Carlos Tavares",https://img.lemde.fr/2024/11/20/0/4/4920/3280/110/73/60/0/89328e9_2024-11-20t152409z-1887424613-rc2kdt9h8e3p-rtrmadp-3-autos-italy-stellantis-plants.JPG,"Le groupe automobile avait annoncé, en octobre, avoir lancé « le processus d’identification de son successeur »."
Automobile : « Les succès allemands de la tech restent encore trop rares »,https://img.lemde.fr/2024/11/29/1/0/7795/5196/110/73/60/0/bf0db04_1732889032504-000-338e4rb.jpg,"Hendrik Brandis, cofondateur et associé du fonds d’investissement Earlybird, estime que l’Allemagne doit revoir la façon dont elle organise et finance l’innovation de rupture."
"L’horlogerie suisse, qui s’est réinventée, peut-elle inspirer l’automobile allemande ?",https://img.lemde.fr/2024/11/29/0/0/4999/3333/110/73/60/0/191a64e_1732888354188-000-36lx7wp.jpg,"Dans les années 1970 et 1980, l’industrie suisse de la montre s’est relevée de la « crise du quartz », qui était déjà une perturbation technologique venue d’Asie."
Commerce : « L’UE doit soigneusement réfléchir à la nécessité de négocier avec Trump »,https://img.lemde.fr/2024/11/26/0/106/5709/3806/110/73/60/0/7b9b4fe_5358722-01-06.jpg,"L’économiste Uri Dadush fait l’hypothèse, dans une tribune au « Monde », que le président des Etats-Unis engagera des négociations bilatérales, plaçant chaque Etat-membre de l’Union dans un dilemme entre sécurité et commerce."
Peut-on faire de son conjoint survivant son seul héritier ?,https://img.lemde.fr/2023/05/03/0/0/3000/2000/110/73/60/0/33b2fee_1683120111389-lmargent12.jpg,"Pour protéger le membre du couple qui vivra le plus longtemps, la « clause d’attribution intégrale » est une option, mais elle présente plusieurs inconvénients, détaille Caroline Emerique, notaire associée chez KL Conseil."
"Paul Christophe, le gagnant des arbitrages du budget de la Sécurité sociale",https://img.lemde.fr/2024/11/29/0/0/3121/2081/110/73/60/0/6bbb75e_1732897552965-000-36h94hh.jpg,"Ministre des solidarités, de l’autonomie et de l’égalité entre les femmes et les hommes, cet ex-député (Horizons) du Nord obtient une hausse inédite des crédits pour les personnes âgées dans le projet de financement de la Sécurité sociale, présenté au vote lundi 2 décembre à l’Assemblée nationale."
« La détresse des agriculteurs est d’abord le fruit de choix politiques qui ne sont jamais assumés »,https://img.lemde.fr/2024/11/30/0/0/5568/3712/110/73/60/0/40ffd8d_1732956825803-596429.jpg,"A rebours des discours gouvernementaux, non seulement les normes protègent l’environnement et la santé, mais elles sont l’unique argument contre un accord avec le Mercosur, observe dans sa chronique Stéphane Foucart, journaliste au « Monde »."
"Agriculture : Annie Genevard veut réduire « les normes et les procédures », des « boulets » selon la ministre",https://img.lemde.fr/2024/11/30/0/0/4755/3170/110/73/60/0/9efc570_5389367-01-06.jpg,"Le travail de l’Anses sera orienté en priorité vers l’examen des demandes d’autorisation d’intrants, a notamment décidé la ministre de l’agriculture, samedi. La FNSEA se dit satisfaite de mesures qui « vont dans le bon sens »."
"Au Vietnam, le Parlement approuve un projet de ligne ferroviaire à grande vitesse de 63 milliards d’euros",https://img.lemde.fr/2024/11/30/0/0/4951/3300/110/73/60/0/232bf01_5388735-01-06.jpg,"La ligne de plus de 1 500 kilomètres entre le Nord et le Sud, cœur économique du pays, doit mettre Hanoï, la capitale, à cinq heures de Ho Chi Minh-Ville."
"Budget 2025 : la censure « n’est pas inéluctable » si le premier ministre « accepte de négocier » avec le RN, assure Marine Le Pen",https://img.lemde.fr/2024/11/29/0/0/5899/3933/110/73/60/0/e2b1c46_1732860930677-jmug241128073.jpg,"Alors que le projet de loi de finances est encore en débat au Sénat, le vote du budget de la « Sécu » est prévu à l’Assemblée nationale, lundi. Michel Barnier pourrait décider, pour ne pas risquer le rejet du texte, d’activer l’article 49.3 de la Constitution."
"Face au surtourisme, la Norvège veut mettre en place une taxe de séjour",https://img.lemde.fr/2024/11/25/0/0/5472/3648/110/73/60/0/b636c12_1732541498804-000-16112l.jpg,"Les communes pourront décider d’imposer ou non une taxe d’un montant ne devant pas dépasser 5 % du prix de l’hébergement. Le secteur de l’hôtellerie critique une mesure qui devrait pénaliser les Norvégiens, sans résoudre les problèmes."
"« Entre 2009 et 2024, Tesla a embauché 6 976 travailleurs immigrés qualifiés »",https://img.lemde.fr/2024/11/29/0/0/5670/3780/110/73/60/0/43daf78_1732891236823-pns-5651380.jpg,"L’économiste Jérôme Valette souligne, dans une tribune au « Monde », que les annonces hostiles aux immigrés de Donald Trump, loin de l’« immigration zéro » prônée par certains en Europe, ne concernent pas la politique d’attraction des cerveaux pratiquée traditionnellement par les Etats-Unis."
"« La tomate, un concentré de colère agricole »",https://img.lemde.fr/2024/11/29/0/0/8191/5460/110/73/60/0/28bba34_1732894898729-000-33gr64d.jpg,"Les accords de libre-échange entre l’Union européenne et le Maroc, notamment leur extension au Sahara occidental, sont au cœur des tensions, explique Laurence Girard journaliste économique au « Monde »."
"Les sociétés d’autoroutes doivent « 3,8 milliards d’euros aux usagers »",https://img.lemde.fr/2024/11/29/1461/0/3808/2538/110/73/60/0/800a63c_1732889219285-ble5788012.jpg,"Dans un entretien au « Monde », le président de l’Autorité de régulation des transports, Thierry Guimbaud, alerte sur les conséquences pour l’Etat de la fin des concessions d’autoroutes aux Vinci, Eiffage et autres Sanef à partir de 2031, et se prononce pour un maintien des péages après le départ des sociétés privées."
Paris se rêve en capitale d’une IA positive avec l’organisation d’un sommet international en février 2025,https://img.lemde.fr/2023/11/03/0/784/5550/3700/110/73/60/0/975eb2b_1699006526955-pns-6622000.jpg,"Après le Royaume-Uni, fin 2023, la France va accueillir 100 chefs d’Etat et quelque 600 dirigeants d’entreprise et d’ONG, américains et européens mais aussi chinois ou africains."
48 heures à Collioure,https://img.lemde.fr/2024/11/26/0/6/2941/1961/110/73/60/0/e9104e6_1732640018763-pns-1177198.jpg,"Entre montagne et mer, ruelles fleuries et façades colorées, forts perchés et jardin parfumé, une lumière sans pareille illumine ce petit port de la Côte Vermeille, source d’inspiration de nombreux artistes."
Epargne-retraite : les parlementaires veulent éviter les stratégies d’optimisation fiscale,https://img.lemde.fr/2023/04/18/0/0/3000/2000/110/73/60/0/87d8615_1681830091344-ertkllui.jpg,"Examiné par la commission des finances de l’Assemblée nationale fin septembre, un rapport d’information centré sur l’efficacité de la fiscalité de l’épargne-retraite par capitalisation a mis en exergue plusieurs dysfonctionnements du PER et proposé quelques ajustements pour y remédier."
"En Grèce, le lent réveil de Thessalonique après la crise : « Enfin, notre calvaire est bientôt fini »",https://img.lemde.fr/2024/11/26/0/0/2500/1666/110/73/60/0/26e1ef7_1732635938588-louiza-vradi-lemonde-thessaloniki-24.jpg,"La deuxième ville hellénique, durement touchée par la crise économique de 2009-2018, renaît et se dote notamment de nouvelles infrastructures, rendant l’agglomération plus agréable à vivre pour les habitants et plus attractive pour les touristes."
"Les spécialistes du BIM, ce processus de modélisation des projets, n’ont pas encore envahi le secteur du bâtiment",https://img.lemde.fr/2024/09/05/0/0/3000/2000/110/73/60/0/29a0b60_1725547463483-image-123650291.JPG,"A son émergence, il y a dix ans, le BIM promettait une révolution numérique des méthodes de travail dans le bâtiment. Sa mise en place prend du temps."
Mercosur : « La France serait devenue le pays du refus du commerce »,https://img.lemde.fr/2024/11/26/0/0/5073/3382/110/73/60/0/e489443_2024-11-26t141434z-350074594-rc20dba9jnhp-rtrmadp-3-europe-farmers-eu.JPG,"La France ne dispose plus d’une base industrielle suffisamment forte pour tirer profit d’un accord commercial avec les pays d’Amérique latine, qui de plus fragilise une partie de son agriculture, constate, dans une tribune au « Monde », le haut fonctionnaire Denis Tersen, pour qui cela explique le décalage français."
Dominique Méda : « Nous avons l’obligation morale et politique de tirer les enseignements des catastrophes climatiques qui se succèdent »,https://img.lemde.fr/2024/11/21/0/0/6028/4018/110/73/60/0/a2fd992_1732170181400-flood-in-valencia-75.jpg,"La catastrophe climatique qui a ravagé la région de Valence, en Espagne, devrait faire l’objet d’un débat citoyen qui permettrait de corriger quelques idées fausses sur le rôle des services publics et les coûts économiques, plaide Dominique Méda dans sa chronique."
"Crise au sein du Groupe Bayard, bousculé par la crainte de l’entrisme de l’extrême droite",https://img.lemde.fr/2024/11/29/0/0/4999/3333/110/73/60/0/322db0b_1732894296271-hanslucas-hl-baloy-2591832.jpg,"La fronde des journalistes et des auteurs contre l’arrivée d’Alban du Rostu, l’ex-bras droit du milliardaire ultraconservateur Pierre-Edouard Stérin, dans l’entreprise de presse et d’édition jeunesse prend de l’ampleur. Un communiqué de la direction est attendu lundi 2 décembre."
"« Entre 2009 et 2024, Tesla a embauché 6 976 travailleurs immigrés qualifiés »",https://img.lemde.fr/2024/11/29/0/0/5670/3780/110/73/60/0/43daf78_1732891236823-pns-5651380.jpg,"L’économiste Jérôme Valette souligne, dans une tribune au « Monde », que les annonces hostiles aux immigrés de Donald Trump, loin de l’« immigration zéro » prônée par certains en Europe, ne concernent pas la politique d’attraction des cerveaux pratiquée traditionnellement par les Etats-Unis."
L’AFPA défend son bilan,https://img.lemde.fr/2024/11/28/0/7/7285/4857/110/73/60/0/c16de06_1732788649645-pns-704014448.jpg,"L’Agence nationale pour la formation professionnelle des adultes (AFPA) a confié au cabinet Koreis le suivi du parcours de plus de 70 000 chômeurs pour chiffrer l’économie réalisée sur les coûts sociaux grâce à l’accompagnement vers la réinsertion professionnelle. L’étude, publiée à la mi-novembre, révèle une économie sur les finances publiques de 121,6 millions d’euros."
"Les facteurs en première ligne face aux mutations de La Poste : « On n’a plus le temps du contact avec les gens, faut faire du chiffre »",https://img.lemde.fr/2024/11/28/0/0/4128/2752/110/73/60/0/1c160f9_1732809568496-laposteloiretcher-109.jpg,"Les salariés dénoncent l’alourdissement de la tâche de travail, la fatigue morale et physique, dans le cadre de la réorganisation du groupe qui poursuit sa diversification."
"En silence ou avec fracas, l’art subtil de la démission",https://img.lemde.fr/2024/05/22/0/0/780/520/110/73/60/0/4e19664_1716382609145-d34ad89-1705494183336-1c4289c-1704279693589-travail-lucas-burtin-1-1.jpg,"« Work in progress ». Quitter son entreprise, la manière de le faire et de le faire savoir, est devenu l’acmé d’une vie professionnelle."
Un groupe d’experts recommande de ne pas supprimer les allègements de cotisation au niveau du smic,https://img.lemde.fr/2024/11/28/0/49/3714/2476/110/73/60/0/004c6d6_1732801507033-000-par7183994.jpg,"Dans son rapport annuel remis jeudi 28 novembre au gouvernement et aux partenaires sociaux, le groupe d’experts sur le salaire minimum préconise en outre de ne pas donner de coup de pouce au 1ᵉʳ janvier 2025, alors que l’inflation ralentit."
"Défaillances d’entreprises, plans sociaux, restructurations : une marée montante",https://img.lemde.fr/2024/11/28/0/1/3069/2046/110/73/60/0/2869ec8_1732794717541-media-appel-procedures-test1.png,"A la fin d’octobre, plus de 160 000 emplois en France étaient menacés par une procédure collective. Les restructurations, qui se multiplient, pourraient toucher au moins autant de salariés. Les Français redoutent désormais une remontée du chômage."
"Denis Colombi, sociologue : « Nous assistons à une invisibilisation croissante du travail »",https://img.lemde.fr/2024/11/22/63/0/220/146/110/73/60/0/99fdcf3_1732279640130-9782228936996.jpg,"En réduisant le travail à une somme de données chiffrées, et en particulier au temps passé par tâche, le capitalisme efface nombre de ses spécificités (savoir-faire, sens…) pourtant précieuses pour l’épanouissement des salariés, estime le sociologue."
Automobile : Valeo annonce la suppression de 868 postes en France,https://img.lemde.fr/2024/11/27/0/736/2784/1856/110/73/60/0/2ea8075_5368581-01-06.jpg,Les sites de La Suze-sur-Sarthe (Sarthe) et La Verrière (Yvelines) vont être fermés et la plupart de leurs salariés se verront proposer des postes sur d’autres sites du groupe à proximité.
Filière du luxe : les salaires restent bas chez les sous-traitants français,https://img.lemde.fr/2024/11/26/0/0/6000/4000/110/73/60/0/575d012_1732639088851-000-33cr4w8.jpg,"Dans cette industrie ultra-rentable, les rémunérations sont surtout dopées par les primes et bonus versés dans les grands groupes. Côté fournisseurs, la concurrence italienne et les exigences des marques créent une tension qui maintient la paie proche du smic."
Chômage : les Français ont une vision erronée sur leurs droits et la réalité des demandeurs d’emploi,https://img.lemde.fr/2024/11/27/18/0/5670/3780/110/73/60/0/0f69bb1_1732692769714-000-34qc6na.jpg,"A peine 4 actifs sur 10 sont certains de leurs droits vis-à-vis de l’assurance-chômage, relève le sixième volet du « Baromètre de la perception du chômage et de l’emploi » de l’Unédic. Cette étude souligne également que les préjugés à l’endroit des chômeurs demeurent tenaces, faute d’un travail d’information."
